STAFF_NAME;College Name;Department;TEACH_TIME;TOTAL_VALID_TIME;PU 2012;PU 2013;PU 2014
anonymous teacher 15634862;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;671.8;671.8;;;
anonymous teacher 15644965;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;66;66;;;
anonymous teacher 15686514;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;65.32;65.32;;;
anonymous teacher 15765986;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;589.37;589.37;;;
anonymous teacher 15782554;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";48;48;;;
anonymous teacher 15822326;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";676.5;676.5;95.4;16;43.96
anonymous teacher 15826826;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";0;495;;;180
anonymous teacher 1582903;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";609.49;1276.49;60;;68
anonymous teacher 15848751;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;607.62;727.62;83.96;39.96;25
anonymous teacher 15872196;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";631.92;834.92;;;
anonymous teacher 15885412;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;1579.83;1579.83;;74.9;
anonymous teacher 1592642;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;1433.37;1531.37;109.8;30;38
anonymous teacher 15992224;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;687.06;856.06;30;;168.48
anonymous teacher 16027841;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3236.62;3236.62;;;
anonymous teacher 16037760;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;484.16;574.16;159.6;46;503.2
anonymous teacher 16039245;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";354;934;146;192;121.32
anonymous teacher 16051851;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";265.73;333.73;;8;88.6
anonymous teacher 16054380;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;229;229;;;
anonymous teacher 16094535;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;204;204;;;
anonymous teacher 16111044;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;0;660;284.2;289.08;130.4
anonymous teacher 16180454;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";428.25;428.25;;;
anonymous teacher 16182333;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;237.46;237.46;;;
anonymous teacher 16201557;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";958.5;958.5;;;
anonymous teacher 16236965;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";287.75;287.75;;;
anonymous teacher 16342884;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;145.03;145.03;;;
anonymous teacher 16390998;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;885.66;975.66;280;245.64;462
anonymous teacher 16402936;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1011;1011;;;
anonymous teacher 16464168;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;708.14;911.14;37;60;210
anonymous teacher 16572051;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;145;145;;;
anonymous teacher 16572100;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;96.5;96.5;;;
anonymous teacher 16585114;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;735.62;780.62;;;76.2
anonymous teacher 16601198;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;311.36;1321.36;30;60;75
anonymous teacher 16654788;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3504.37;3504.37;;;
anonymous teacher 16681860;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;195;649;594.92;1206.28;1714.88
anonymous teacher 16780799;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;457.01;537.01;8;16;83.2
anonymous teacher 16805589;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;609.5;609.5;;;
anonymous teacher 16816270;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;1631.36;1631.36;12;;
anonymous teacher 16840950;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;297;297;;;
anonymous teacher 16860972;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;765.37;923.37;60;38;4
anonymous teacher 16920096;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;461.25;461.25;;;
anonymous teacher 16937764;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;520;520;;;
anonymous teacher 16938858;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";447.62;447.62;;;
anonymous teacher 16997242;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";108.12;108.12;;;
anonymous teacher 17008920;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;396.5;396.5;;;
anonymous teacher 1701948;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;1536;1606;;;
anonymous teacher 17033880;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;620.49;839.49;;;
anonymous teacher 17092869;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;115.5;115.5;;;
anonymous teacher 17117518;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;131.7;131.7;168.88;97.08;179.88
anonymous teacher 17144015;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;122.09;122.09;;;
anonymous teacher 17150011;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 1715643;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;535.59;535.59;;;
anonymous teacher 1717089;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;150;150;;;
anonymous teacher 1719957;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;67.5;67.5;;;
anonymous teacher 17233984;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";60;60;;;
anonymous teacher 17262711;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";48;48;;;
anonymous teacher 17276088;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;120;120;7.5;140;98
anonymous teacher 17295365;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;11.25;11.25;;;
anonymous teacher 17299650;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;745.09;923.09;;7.5;8
anonymous teacher 17301321;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;41;41;;;
anonymous teacher 17336677;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;300.86;300.86;;;
anonymous teacher 17369350;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";855;855;;8;
anonymous teacher 17420783;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;70;70;;;
anonymous teacher 17466732;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1212;1212;;;
anonymous teacher 17468930;COLLEGE OF LAW & MANAGEMENT STUDIES;GRAD SCHOOL OF BUS &LEADERSHIP;50.5;90.5;;;
anonymous teacher 17642306;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;26.25;26.25;;;
anonymous teacher 17649755;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;0;180;;;
anonymous teacher 17657567;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;33.75;33.75;;;
anonymous teacher 17691285;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;203.25;203.25;;;
anonymous teacher 17714492;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;3985.87;3985.87;;;
anonymous teacher 177283;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;590.49;807.99;95.8;;
anonymous teacher 17747244;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;292.12;292.12;;;
anonymous teacher 17757425;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;610.14;610.14;30;;38
anonymous teacher 17759217;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;887.97;887.97;4;;
anonymous teacher 17797464;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;151.98;151.98;;;
anonymous teacher 17824189;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3545.62;3545.62;;;
anonymous teacher 1787671;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;499.62;499.62;10.48;36.2;12
anonymous teacher 17878907;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;87;87;;;
anonymous teacher 17944608;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";423.5;573.5;;;
anonymous teacher 17949059;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";856.74;856.74;;;
anonymous teacher 17979735;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1011;1011;;;
anonymous teacher 17996516;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;556.62;590.62;;3;8
anonymous teacher 18016079;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1216;1216;;;
anonymous teacher 18038890;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 18069963;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;1270.5;1270.5;;;
anonymous teacher 18086524;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";439.95;439.95;;;
anonymous teacher 18092674;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 18240337;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;375.28;375.28;;;
anonymous teacher 18245358;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;91.12;91.12;;;
anonymous teacher 18266016;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;35.94;35.94;;;
anonymous teacher 1832785;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;0;1935;226.3;226;500.6
anonymous teacher 18347770;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;743.37;1052.37;;;
anonymous teacher 1838421;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 18439417;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;65.62;245.62;;;
anonymous teacher 18465758;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";808.48;1708.48;;210;158
anonymous teacher 18491015;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";774.25;955.25;248;210;90
anonymous teacher 18491787;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;812.11;880.11;;;53.8
anonymous teacher 18511659;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;341.5;341.5;;;
anonymous teacher 18513505;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;151.98;151.98;;;
anonymous teacher 18547985;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;40;40;;;30
anonymous teacher 1855377;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";708;738;;;
anonymous teacher 1856077;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;1245.27;1245.27;;67.4;68
anonymous teacher 18596877;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;139.5;139.5;;;
anonymous teacher 1860685;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";1131.07;1895.07;64;120;76
anonymous teacher 18618252;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";150;150;;;
anonymous teacher 18693120;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;49.08;49.08;;;
anonymous teacher 18698673;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";2075;2075;;;
anonymous teacher 18704225;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 1871092;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";804.5;804.5;;;
anonymous teacher 18738974;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;17;17;;;
anonymous teacher 18770692;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";2326.87;2326.87;;;
anonymous teacher 18774346;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1494.45;1562.45;;;
anonymous teacher 18815438;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;2426.5;2516.5;51.6;45;188.8
anonymous teacher 18826836;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";177.5;177.5;;8;
anonymous teacher 1883071;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;2131.5;2131.5;;;
anonymous teacher 18838518;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1927.5;1927.5;;;
anonymous teacher 18899218;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;70;70;30;;
anonymous teacher 18907762;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;175.62;175.62;;;
anonymous teacher 18924264;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 18945784;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 18977618;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;80.13;80.13;;;
anonymous teacher 19027759;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;52.34;52.34;38.4;61.2;78.6
anonymous teacher 19030277;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;623.34;658.34;12;8;60
anonymous teacher 19055512;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";745.5;745.5;;;
anonymous teacher 19076479;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1336.62;1336.62;;;
anonymous teacher 19096082;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";120.5;120.5;;;
anonymous teacher 1910978;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";702;702;;;
anonymous teacher 19115020;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;596.16;630.16;49.8;69.6;29.6
anonymous teacher 19151821;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";730.23;730.23;30;;
anonymous teacher 19239483;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;42;42;;;
anonymous teacher 19272364;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;44.62;44.62;;;
anonymous teacher 19282327;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;146;146;;;
anonymous teacher 19291829;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;1254;1254;;;
anonymous teacher 19298593;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;1170;1170;;;
anonymous teacher 19314877;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1772;1772;;;
anonymous teacher 1933794;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;130.82;130.82;;;
anonymous teacher 19370862;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;557.5;557.5;;;
anonymous teacher 19410699;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";326.4;462.4;;;
anonymous teacher 19441316;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;90;90;;;
anonymous teacher 19467967;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;1155.37;1230.37;68;16;108
anonymous teacher 19504402;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;417;417;;;
anonymous teacher 19525403;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;99.12;99.12;;;
anonymous teacher 19528225;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;384.62;504.62;;65.4;9.6
anonymous teacher 19546148;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;486.25;486.25;;;
anonymous teacher 19568851;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3236.62;3236.62;;;
anonymous teacher 19575860;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;362.5;362.5;;;
anonymous teacher 19582766;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;456.39;1862.89;91;144;263.6
anonymous teacher 19594190;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";447.62;447.62;;;
anonymous teacher 19594674;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;769.25;1040.25;129;318.6;175.6
anonymous teacher 19682769;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;494.62;494.62;75;98;135
anonymous teacher 19713666;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;609;609;;;
anonymous teacher 1978926;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;1092.5;1092.5;;;
anonymous teacher 19798725;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";764.86;1069.86;12;12;35.28
anonymous teacher 19842194;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;97.5;97.5;;;
anonymous teacher 19869544;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;897.86;897.86;;;
anonymous teacher 19966256;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;1546.76;2022.76;;16;8
anonymous teacher 19974483;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";572.16;617.16;;;
anonymous teacher 20000390;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";291;291;;;
anonymous teacher 20016971;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";36;36;;;
anonymous teacher 20029946;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;706.35;984.35;60;16;60
anonymous teacher 20046252;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;163;163;;;
anonymous teacher 20076100;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3236.62;3236.62;;;
anonymous teacher 20134792;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;634;634;;;
anonymous teacher 20163626;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3236.62;3236.62;;;
anonymous teacher 20187552;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;616.51;976.51;;;
anonymous teacher 20220826;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;457.39;457.39;;;
anonymous teacher 20225759;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;69.37;69.37;;;
anonymous teacher 20228824;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 2023770;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;261.25;261.25;;;
anonymous teacher 20241109;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";242.5;242.5;;;
anonymous teacher 20272244;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;675;675;;;
anonymous teacher 20300045;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";626.74;626.74;;;
anonymous teacher 20360125;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;204;204;;;
anonymous teacher 20369397;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";357.96;357.96;;;
anonymous teacher 20374290;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;22.5;22.5;;;
anonymous teacher 20413784;COLLEGE OF LAW & MANAGEMENT STUDIES;GRAD SCHOOL OF BUS &LEADERSHIP;473.7;473.7;;;
anonymous teacher 20416104;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1676.24;1676.24;9.6;;45
anonymous teacher 20455390;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;95.25;95.25;;;
anonymous teacher 20507234;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;58.26;58.26;;;
anonymous teacher 20595878;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;339.37;339.37;;;
anonymous teacher 20626389;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;78;78;;;
anonymous teacher 20695858;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 2072169;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;2704;2704;;;
anonymous teacher 2076877;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;552.5;552.5;;;
anonymous teacher 20838707;COLLEGE OF LAW & MANAGEMENT STUDIES;GRAD SCHOOL OF BUS &LEADERSHIP;588.75;858.75;;210.6;133.8
anonymous teacher 20842936;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;71.29;71.29;;;
anonymous teacher 20849209;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;456.25;456.25;;;
anonymous teacher 20879954;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;72;72;;;
anonymous teacher 20890177;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;235;235;;;
anonymous teacher 20928654;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";809.05;809.05;;;
anonymous teacher 20929746;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;0;45;;;30
anonymous teacher 20953527;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1927.5;1927.5;;;
anonymous teacher 20963258;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;899.05;899.05;;;
anonymous teacher 2097893;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;0;885;371.2;251.08;317.2
anonymous teacher 20991753;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";343;343;;;
anonymous teacher 20994160;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;663.97;663.97;;;
anonymous teacher 21035032;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;54.37;54.37;;;
anonymous teacher 2106205;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";765.75;1565.75;196;37.12;145.6
anonymous teacher 21076454;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;81.42;81.42;;;
anonymous teacher 21087663;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;39.58;39.58;270;188;
anonymous teacher 21115613;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;393.5;393.5;;;
anonymous teacher 21138075;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";540.99;540.99;;;
anonymous teacher 21166705;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;126;126;;;
anonymous teacher 2117843;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;572.5;572.5;;;
anonymous teacher 21192388;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;257.5;457.5;32.4;31.8;72.8
